0.0433645 1.50176 1+1_L1
0.0424639 3.22809 1+1_L2
0.0426824 7.09819 1+1_L3
0.0109357 1.2796 1+2_L1
0.0113634 2.74698 1+2_L2
0.0120287 5.99311 1+2_L3
0.0110523 1.27836 1+3_L1
0.0114682 2.81539 1+3_L2
0.0123804 6.13936 1+3_L3
