1.50176 0.146325 1+1_L1
3.22809 0.788521 1+1_L2
7.09819 3.42658 1+1_L3
1.2796 0.0413463 1+2_L1
2.74698 0.730586 1+2_L2
5.99311 2.75824 1+2_L3
1.27836 0.0438102 1+3_L1
2.81539 0.87714 1+3_L2
6.13936 3.13225 1+3_L3
