1.59222 0.0191569 1+1_L1
3.25223 0.657995 1+1_L2
6.97629 2.90828 1+1_L3
1.57259 0.014398 1+2_L1
3.21431 0.664663 1+2_L2
6.75705 2.39221 1+2_L3
1.57076 0.0163803 1+3_L1
3.19736 0.642222 1+3_L2
6.81725 2.61525 1+3_L3
