0.0100533 1.59222 1+1_L1
0.0101654 3.25223 1+1_L2
0.0106776 6.97629 1+1_L3
0.0100778 1.57259 1+2_L1
0.0102213 3.21431 1+2_L2
0.0106103 6.75705 1+2_L3
0.0101842 1.57076 1+3_L1
0.0104113 3.19736 1+3_L2
0.0106483 6.81725 1+3_L3
