 1.29078 0 0
 -0.131998 -0.0556854 -0.0556854
 -0.666673 -0.755916 -0.811601
 0.168326 0.290383 -0.521219
 -0.14317 0.551693 0.0304741
 1.1715 1.60689 1.63736
 0.132497 0.0727962 1.71016
 -0.202922 -1.3686 0.341556
 -0.902467 -2.16723 -1.82567
 0.348214 0.246233 -1.57944
 0.744067 2.20182 0.622377
 0.21684 1.534 2.15638
 -1.11161 -1.5469 0.609474
 0.215104 -1.36352 -0.754047
 1.81383 1.3003 0.546248
 0.247627 0.962718 1.50897
 -1.72188 -1.96428 -0.455313
 -0.600133 -1.53562 -1.99094
 0.674537 1.13494 -0.855999
 1.62042 3.22584 2.36984
 1.38724 2.03699 4.40683
 0.175872 -1.25651 3.15032
 -1.29172 -4.00652 -0.856198
 0.0652794 -1.73991 -2.59611
 0.4521 1.25014 -1.34598
 0.78061 2.93496 1.58898
 1.46458 2.61159 4.20058
 0.434036 -0.426855 3.77372
 0.860756 -1.7628 2.01092
 2.98003 0.849207 2.86013
 2.8566 2.1126 4.97273
 2.58575 1.55715 6.52988
 0.81539 -1.49664 5.03324
 2.02746 -0.92342 4.10982
 0.460652 -1.47485 2.63498
 -0.636857 -1.48654 1.14843
 -0.281681 0.0288005 1.17723
 0.794905 2.1155 3.29274
 1.83218 2.91923 6.21197
 1.45964 0.959994 7.17196
 -1.06187 -3.41341 3.75855
 -2.07167 -5.10185 -1.3433
 0.0291459 -0.82135 -2.16465
 0.878569 2.88314 0.718486
 1.11851 3.68951 4.40799
 -1.56286 -1.10511 3.30288
 -0.262273 -2.14975 1.15314
 -0.465874 -1.69668 -0.543544
 -0.0404295 0.240525 -0.303019
 1.75311 3.12052 2.8175
 0.875441 2.04794 4.86544
 0.687241 -0.211137 4.6543
 0.98401 -1.37607 3.27823
 -0.234659 -2.38777 -2.38777
 -1.38287 -2.40994 -4.79771
 -0.464496 0.128604 -4.66911
 -1.80495 -0.000635671 -4.66974
 -0.460277 0.959248 -3.71049
 0.13438 1.11874 -2.59175
 -1.28386 -1.14336 -3.73511
 -1.55849 -2.11125 -5.84636
 -1.46435 -1.48314 -7.3295
 -1.42968 -0.396897 -7.7264
 -0.880116 0.55993 -7.16647
 -1.17017 0.125517 -7.04095
 -1.27219 -0.612187 -7.65314
 0.441442 0.708417 -6.94472
 0.129109 0.512659 -6.43206
 0.270224 0.101933 -6.33013
 1.32534 0.730637 -5.59949
 2.50961 1.80725 -3.79225
 0.26176 -0.774523 -4.56677
 -1.31438 -3.08172 -7.64849
 1.13459 0.0448095 -7.60368
 1.32811 1.90419 -5.69949
 1.81063 2.33137 -3.36813
 0.505983 -0.151745 -3.51987
 0.486932 -1.27343 -4.7933
 -1.13141 -2.61371 -7.40701
 -1.39288 -1.96485 -9.37186
 -1.93748 -1.12034 -10.4922
 -1.69514 -0.0747757 -10.567
 0.0347667 1.76729 -8.79968
 0.879096 2.21693 -6.58276
 0.910518 1.1718 -5.41096
 1.0825 0.0109772 -5.39998
 0.144427 -1.58395 -6.98393
 -0.624939 -2.15659 -9.14052
 -1.01153 -1.59126 -10.7318
 -1.11803 -0.553477 -11.2853
 -0.934089 0.225692 -11.0596
 2.29297 3.45943 -7.60014
 0.044122 0.798439 -6.8017
 0.381441 -0.497768 -7.29947
 1.24853 -0.272224 -7.5717
 1.36553 0.16677 -7.40493
 -0.237451 -1.16653 -8.57146
 0.669275 -0.225537 -8.79699
 1.47263 1.34089 -7.4561
 1.83983 1.77312 -5.68298
 0.774196 -0.00950721 -5.69249
 1.49915 -0.227786 -5.92028
 1.18716 -0.258413 -6.17869
 3.43744 2.26918 2.26918
 0.920145 0.152335 2.42152
 -0.616424 -2.0186 0.40292
 -1.81476 -2.97597 -2.57305
 -0.625162 -0.471178 -3.04422
 2.07269 3.63824 0.594016
 2.42673 3.95761 4.55163
 0.454966 0.183541 4.73517
 0.822155 -1.05564 3.67953
 0.584341 -1.00655 2.67299
 1.69519 1.05755 3.73054
 -0.212315 0.0654997 3.79603
 1.02116 1.13942 4.93545
 0.855044 1.09433 6.02978
 1.74502 1.6988 7.72857
 0.165921 -0.149274 7.5793
 0.220417 -0.468836 7.11046
 -0.752275 -1.06343 6.04703
 -0.643538 -0.2658 5.78123
 -0.420243 0.600647 6.38188
 1.0492 2.24273 8.62461
 0.811096 1.8443 10.4689
 0.147136 0.293738 10.7627
 -2.27409 -2.71963 8.04302
 -2.75529 -3.05931 4.98371
 -2.21679 -1.0931 3.89061
 -1.72574 0.633047 4.52366
 -1.1001 1.57143 6.09509
 -2.06046 -0.126854 5.96823
 -1.9396 -1.01758 4.95065
 -1.81193 -1.01135 3.9393
 -2.41817 -1.28627 2.65303
 -1.04831 0.407548 3.06058
 -2.16733 -0.327952 2.73263
 -2.30628 -0.884828 1.8478
 -2.2568 -1.18133 0.666472
 -1.32877 -0.0466861 0.619786
 -2.31711 -0.77852 -0.158735
 -2.74406 -1.52342 -1.68215
 -0.489205 0.748428 -0.933725
 -0.12392 1.35931 0.425582
 0.746641 1.53736 1.96294
 -1.27793 -1.54095 0.421995
 -0.998501 -1.93827 -1.51628
 -0.0907121 -0.259967 -1.77625
 0.275843 1.06744 -0.708801
 -1.28753 -0.388869 -1.09767
 -0.562742 -0.376958 -1.47463
 -0.16057 -0.0610153 -1.53564
 -0.221352 -0.0958342 -1.63148
 -0.728867 -0.604258 -0.604258
 0.770103 0.860581 0.256323
 0.241192 0.422265 0.678588
 1.58021 1.52684 2.20542
 0.988204 0.677972 2.8834
 -0.799514 -1.39455 1.48884
 -0.332662 -0.743703 0.745141
 -0.755064 -0.371277 0.373864
 -0.254784 0.596641 0.970505
 -1.07812 -0.119446 0.851059
 -1.1166 -0.518376 0.332683
 -2.08701 -1.66824 -1.33556
 1.56765 2.14755 0.811995
 1.55673 2.53488 3.34687
 0.738419 0.755473 4.10235
 -0.384562 -1.12134 2.98101
 -0.145139 -0.719358 2.26165
 0.16849 0.534886 2.79654
 -0.916384 0.0498165 2.84635
 -1.71321 -0.82854 2.01781
 -1.1036 -0.00109306 2.01672
 -1.49153 -0.23005 1.78667
 -1.97901 -0.781818 1.00485
 0.186015 1.35428 2.35913
 -0.831107 0.388461 2.74759
 -0.595878 0.0668634 2.81446
 -0.779731 -0.330981 2.48348
 -1.12269 -0.530546 1.95293
 -2.12437 -1.21097 0.741957
 -0.431052 0.625631 1.36759
 0.282948 1.66759 3.03518
 -0.362258 0.688796 3.72398
 -0.3421 -0.135466 3.58851
 -1.44996 -1.25518 2.33333
 -0.835223 -0.180561 2.15277
 -2.24109 -0.965576 1.1872
 -1.0173 0.289691 1.47689
 0.0306615 1.57193 3.04882
 -0.355635 0.737303 3.78612
 -0.68339 -0.209208 3.57691
 0.314094 0.597717 4.17463
 1.27063 1.94079 6.11542
 1.86025 2.56616 8.68158
 0.976266 1.43506 10.1166
 2.76683 2.77988 12.8965
 1.35252 1.77561 14.6721
 -0.865785 -0.355591 14.3165
 -0.679104 0.225764 14.5423
 -0.619011 1.07692 15.6192
 2.36692 4.68405 20.3033
 0.851311 3.43914 3.43914
 0.755147 2.77522 6.21436
 0.352855 0.446401 6.66076
 -0.606105 -2.0517 4.60906
 -2.05923 -3.67349 0.935574
 0.481266 -0.0670748 0.868499
 0.770895 1.89559 2.76409
 1.85216 2.90252 5.66662
 1.49837 1.53623 7.20285
 -0.169351 -1.48581 5.71703
 1.06168 -0.756023 4.96101
 -0.482323 -1.37804 3.58297
 -1.77564 -2.03739 1.54557
 -1.61009 -1.17616 0.369417
 -1.19127 0.0907266 0.460144
 -0.67508 0.855813 1.31596
 -1.11418 -0.111657 1.2043
 0.181623 0.384198 1.5885
 -1.48869 -1.43484 0.153655
 -0.324741 -0.570746 -0.417091
 0.334892 0.514614 0.0975235
 -0.178665 0.277031 0.374554
 -0.483133 -0.327926 0.0466284
 1.40686 1.32708 1.37371
 -1.51558 -1.53803 -0.164315
 -1.32678 -1.92715 -2.09146
 -0.759478 -0.789595 -2.88106
 -1.67544 -0.814724 -3.69578
 0.187545 1.36439 -2.33139
 -1.28411 -0.127861 -2.45925
 0.0426291 0.285446 -2.17381
 0.935615 0.979191 -1.19461
 -0.0558194 -0.255308 -1.44992
 -0.671597 -1.34174 -2.79167
 1.18052 0.650926 -2.14074
 1.12912 1.33267 -0.808075
 2.08861 2.07004 1.26196
 1.42829 0.804017 2.06598
 1.75587 0.307006 2.37299
 0.434728 -1.11434 1.25865
 -1.00054 -2.35984 -1.10119
 0.950047 0.468721 -0.632474
 0.474211 1.20956 0.577082
 0.630883 1.22765 1.80474
 1.15764 1.04844 2.85317
 0.0891974 -0.612832 2.24034
 1.07126 -0.0446136 2.19573
 -0.13312 -0.864106 1.33162
 -0.209551 -0.67203 0.65959
 0.846145 0.881101 1.54069
 -0.462778 -0.0788188 -0.0788188
 -0.125001 -0.136177 -0.214996
 -0.8889 -1.03651 -1.25151
 -0.109289 -0.215592 -1.4671
 -1.92252 -1.6753 -3.14239
 -0.982448 -0.808927 -3.95132
 0.609077 1.35418 -2.59714
 1.09825 1.89136 -0.705774
 1.3121 1.35524 0.649464
 0.0824471 -0.81654 -0.167077
 1.44238 0.190347 0.0232708
 1.9072 1.08694 1.11021
 -0.284119 -0.874362 0.235846
 -0.383117 -1.08544 -0.849597
 -0.434547 -0.709638 -1.55923
 0.471847 0.697096 -0.862139
 -1.7613 -1.23477 -2.09691
 -0.698417 -0.518544 -2.61546
 -1.65943 -1.19431 -3.80976
 -1.55173 -1.19385 -5.00361
 -2.09165 -1.34471 -6.34832
 0.425745 1.17441 -5.17391
 -0.550515 0.421119 -4.75279
 0.23881 0.379208 -4.37359
 0.539893 0.16427 -4.20932
 0.839429 0.24595 -3.96337
 2.18758 1.42135 -2.54202
 0.21392 -0.493775 -3.03579
 0.134605 -0.910339 -3.94613
 -0.260306 -1.04814 -4.99427
 -0.335539 -0.643248 -5.63752
 2.17492 2.27372 -3.3638
 2.09893 2.4062 -0.957606
 1.62921 0.987188 0.0295819
 1.02673 -0.506012 -0.476431
 -1.52574 -3.26902 -3.74545
 -1.6404 -2.8699 -6.61536
 -1.41405 -0.994099 -7.60946
 0.642633 2.0072 -5.60226
 0.633281 2.06072 -3.54153
 0.548337 0.915527 -2.626
 -0.988514 -1.75576 -4.38177
 0.322682 -0.860928 -5.24269
 0.271143 -0.331567 -5.57426
 -0.00697675 -0.0750993 -5.64936
 0.162016 0.237497 -5.41186
 -0.660801 -0.761397 -6.17326
 -1.51929 -1.7326 -7.90586
 0.940587 0.800479 -7.10538
 0.174027 0.548503 -6.55688
 -0.434924 -0.524299 -0.524299
 0.553209 0.0911826 -0.433116
 -0.803711 -1.05858 -1.4917
 -0.0112633 -0.221993 -1.71369
 -0.746085 -0.687921 -2.40161
 -0.756686 -0.540679 -2.94229
 -0.160735 0.111874 -2.83042
 -1.55228 -1.29669 -4.12711
 -1.92808 -1.9591 -6.08621
 -1.65472 -1.4186 -7.50481
 -1.55858 -0.890817 -8.39563
 -1.16151 -0.415895 -8.81152
 -0.88051 -0.413146 -9.22467
 -0.157801 -0.0553471 -9.28001
 -0.295255 -0.437877 -9.71789
 1.0944 0.625107 -9.09278
 -0.835905 -1.41243 -10.5052
 -0.199601 -1.17143 -11.6766
 0.0472446 -0.622306 -12.299
 1.04359 0.502836 -11.7961
 0.396204 -0.125066 -11.9212
 -0.819712 -1.85522 -13.7764
 1.63747 0.54398 -13.2324
 2.6047 1.93727 -11.2951
 1.75862 0.737342 -10.5578
 -0.294696 -2.10793 -12.6657
 -2.09267 -4.01383 -16.6796
 -3.48757 -4.80979 -21.4894
 -1.63174 -1.99251 -23.4819
 0.705347 1.1636 -22.3183
 0.512513 1.08789 -21.2304
 -0.240667 -0.394766 -21.6251
 -0.549619 -1.28891 -22.9141
 0.861109 -0.0694126 -22.9835
 0.0812453 -0.881889 -23.8654
 -0.0200026 -1.03792 -24.9033
 -0.0992094 -1.27293 -26.1762
 -0.518572 -1.53541 -27.7116
 -0.928414 -1.85027 -29.5619
 -1.75447 -2.54403 -32.1059
 0.279218 -0.513434 -32.6194
 -0.687427 -1.03463 -33.654
 0.161322 -0.285892 -33.9399
 -0.226247 -0.631629 -34.5715
 0.900704 0.329134 -34.2424
 0.819358 0.314528 -33.9278
 1.10341 0.435471 -33.4924
 0.516438 -0.444592 -33.937
 0.0961624 -0.995664 -34.9326
 -0.734076 -1.86543 -36.7981
 -0.553885 -1.49471 -1.49471
 -0.311777 -1.03385 -2.52855
 0.00850881 0.586006 -1.94255
 -0.507108 1.31012 -0.632428
 0.401862 2.40157 1.76914
 -1.44512 -0.135152 1.63399
 -0.13284 -0.473621 1.16037
 -0.806426 -1.84344 -0.683065
 1.88018 1.01003 0.326965
 0.645062 0.862454 1.18942
 0.639522 0.65404 1.84346
