0.650476 0.00700849 1+1_L1
1.45409 0.551197 1+1_L2
3.44169 2.59359 1+1_L3
0.647822 0.00580316 1+2_L1
1.47524 0.61026 1+2_L2
3.45165 2.63229 1+2_L3
0.647603 0.00800342 1+3_L1
1.50841 0.766391 1+3_L2
3.50546 2.84576 1+3_L3
